image_id,mean_red,mean_green,mean_blue,mean_grayscale,std_red,std_green,std_blue,std_grayscale,median_red,median_green,median_blue,median_grayscale,mode_red,mode_green,mode_blue,mode_grayscale,min_red,min_green,min_blue,min_grayscale,max_red,max_green,max_blue,max_grayscale,range_red,range_green,range_blue,range_grayscale,skewness_red,skewness_green,skewness_blue,skewness_grayscale,kurtosis_red,kurtosis_green,kurtosis_blue,kurtosis_grayscale,entropy_red,entropy_green,entropy_blue,entropy_grayscale,quantile_0.25_red,quantile_0.25_green,quantile_0.25_blue,quantile_0.25_grayscale,quantile_0.75_red,quantile_0.75_green,quantile_0.75_blue,quantile_0.75_grayscale,iqr_red,iqr_green,iqr_blue,iqr_grayscale,mean_histogram,std_histogram,median_histogram,mode_histogram,min_histogram,max_histogram,range_histogram,skewness_histogram,kurtosis_histogram,uniformity_histogram,entropy_histogram,R_histogram,contrast_coocurrence_matrix,dissimilarity_coocurrence_matrix,homogeneity_coocurrence_matrix,energy_coocurrence_matrix,correlation_coocurrence_matrix,has_blue_color,label
..\data\train\no_pools\img1472.jpg,106.2896,195.9884,134.1972,145.156,33.07009724569917,54.65005274873941,38.70085156892546,41.70121897498921,120.0,225.0,151.0,165.0,125.0,231.0,153.0,169.0,0.0,27.0,14.0,22.0,160.0,255.0,190.0,190.0,160.0,228.0,176.0,168.0,-1.4069139047055776,-1.3134320155423578,-1.2661339622385437,-1.3468914129145635,0.7945178849612149,0.3292200152173925,0.37732851986759997,0.4283525940633153,0.8705149483037821,0.8390137278328063,0.8806385565769214,0.8551035618505631,17.291666666666668,52.964285714285715,36.041666666666664,39.291666666666664,31.5,67.5703125,47.010416666666664,50.7578125,14.208333333333332,14.606026785714285,10.96875,11.466145833333336,1.1142738095238096,0.563444193692874,217.0,224.0,2.0,224.0,222.0,-1.9382385169277125,2.101953386113841,0.047650319092970524,1.0882884535557706,0.00015068051191624576,115.33877551020407,6.474285714285714,0.225258581903929,0.04317568692784125,0.9671381691192041,0,no_pools
..\data\train\pools\img135.jpg,61.5904,75.1276,60.5644,65.458,41.47436109019643,40.80565791946014,44.85685959404648,41.803677302361805,55.0,73.0,52.5,60.0,51.0,80.0,61.0,73.0,0.0,0.0,0.0,0.0,255.0,254.0,255.0,253.0,255.0,254.0,255.0,253.0,1.868219763063748,1.444658949406619,2.0910115720539335,1.8319996044988587,4.799797930030021,3.6617056974136535,5.198346380098247,4.548074622574731,0.8951798610576698,0.8975947269092925,0.8826303524253932,0.8890161668692299,0.44084821428571425,3.6705729166666665,0.0,2.26025390625,7.1015625,11.779119318181818,5.876116071428571,8.223524305555555,6.660714285714286,8.108546401515152,5.876116071428571,5.963270399305555,0.2595715415019763,0.16598708695515296,60.0,73.0,85.0,73.0,-12.0,-0.015591234522787937,0.0038845239282556706,0.01101439734037401,0.8764675260387875,2.740143570834075e-05,673.898775510204,16.411428571428573,0.08376302580648919,0.020993642559237777,0.8087580353634137,1,pools
..\data\train\pools\img1271.jpg,96.78,103.0624,104.6816,101.1688,40.31158146240358,40.052736563685635,52.49315594856152,41.97329039472603,91.0,110.0,105.0,111.0,82.0,91.0,68.0,134.0,0.0,0.0,0.0,0.0,246.0,248.0,241.0,244.0,246.0,248.0,241.0,244.0,-0.12323019451826255,-0.5664132083764053,-0.057071418863762775,-0.4881212142751748,-0.07847905901149321,0.23179119629651312,-0.9774413942271014,-0.33920218493971266,0.9395041969131862,0.9338802786207997,0.9587145530183022,0.9192804179439379,3.296875,2.4447115384615383,0.0,1.576171875,12.73828125,10.723958333333334,6.464453125,9.481770833333334,9.44140625,8.279246794871796,6.464453125,7.905598958333334,0.4330049180327869,0.17740198563867998,116.0,140.0,21.0,140.0,119.0,-0.07881213221599313,0.03327213071417551,0.01173518860521365,0.9026306509684359,2.904317689411684e-05,355.82653061224494,12.295102040816326,0.1264057649163435,0.02415071378365227,0.8992790516324443,1,pools
..\data\train\pools\img322.jpg,90.6112,92.85,78.6584,87.062,33.85602508505687,32.78365903922257,36.4126696280292,33.15829543266662,95.0,94.0,75.0,88.0,95.0,95.0,70.0,91.0,0.0,0.0,0.0,0.0,251.0,246.0,250.0,249.0,251.0,246.0,250.0,249.0,-0.12984416195232712,0.13312531130258012,1.0243223011618818,0.2578624947619404,1.4516897147553536,2.1137763026074694,2.4345301401211836,1.982573569436485,0.913668944691879,0.8893587424837968,0.8885633878028738,0.8992489671901065,0.8984375,3.607421875,0.0,1.30390625,12.646875,17.068359375,11.181640625,13.88671875,11.7484375,13.4609375,11.181640625,12.5828125,0.3575132530120482,0.13528812275997884,90.0,93.0,36.0,93.0,57.0,-0.04259235929635562,0.014749202107218504,0.011959323763165108,0.8782305819491797,3.058640077679975e-05,530.48,14.817959183673471,0.0983990652756113,0.021797599873989697,0.7592858926450669,1,pools
..\data\train\no_pools\img1369.jpg,125.858,107.4864,88.4608,106.9496,35.371856552915055,32.07787111140638,31.874988052703642,32.363446352945786,136.0,116.0,94.0,116.0,141.0,128.0,95.0,135.0,0.0,0.0,0.0,0.0,231.0,225.0,201.0,219.0,231.0,225.0,201.0,219.0,-0.9740002943856036,-0.8448848927863649,-0.4146683145930703,-0.8665818170419729,0.5936408198359087,0.7107419189036568,0.2962829293751077,0.5526654175104548,0.9111479817272758,0.902936756164414,0.9258528440781438,0.9041404412034779,22.29296875,15.071614583333334,5.977864583333333,15.177083333333334,44.8515625,33.740234375,22.64453125,33.0791015625,22.55859375,18.668619791666664,16.666666666666668,17.902018229166664,0.5685132420091323,0.18273359427849503,135.0,157.0,6.0,157.0,151.0,-0.19959087407815507,0.11077436475222689,0.016199680427013613,0.9568547102577061,4.242792728159639e-05,424.98489795918374,14.406122448979593,0.08159910394129881,0.022014345404345798,0.7979308309451888,1,no_pools
..\data\train\no_pools\img401.jpg,39.6836,53.4744,40.0936,44.0736,16.77143676135113,18.67191861164781,17.174587012210804,17.37559734340089,41.0,56.0,41.0,46.0,55.0,65.0,50.0,56.0,0.0,1.0,0.0,0.0,85.0,98.0,88.0,90.0,85.0,97.0,88.0,90.0,-0.3829168197598264,-0.5274898745907355,-0.3179668929881732,-0.44003647750907227,-0.44209020903107143,-0.17406491270201263,-0.4496211263735588,-0.37289926161478393,0.9471502516491169,0.9452088356193018,0.9483755882193783,0.9426296939397297,4.794921875,10.7421875,3.6996527777777777,5.929129464285714,13.721788194444445,21.619977678571427,12.578125,15.60546875,8.926866319444445,10.877790178571427,8.878472222222221,9.676339285714285,1.387511111111111,1.5519509436788692,130.0,159.0,1.0,159.0,158.0,-6.837897668546077,9.163811190099363,0.13706053404444446,1.617579048955224,0.0004117662996578897,126.4673469387755,8.493469387755102,0.11667858027029616,0.026827227306375483,0.7901121055563851,0,no_pools
..\data\train\pools\img319.jpg,113.3504,103.0768,88.8148,101.4148,54.64638707032698,51.96326107703403,53.09921751739851,52.08757568710603,106.0,99.0,80.0,96.0,98.0,81.0,0.0,80.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,254.0,255.0,255.0,255.0,254.0,0.4029875547042836,0.6985228449440506,1.1221533909678771,0.7054573111507437,-0.3302768642313607,0.8773173903219185,1.4451773709318863,0.6111035433818968,0.9579666157403463,0.9366727513996286,0.9248383103221895,0.9441406924190637,8.5859375,1.3606770833333333,0.0,4.828125,18.02734375,11.852678571428571,5.408203125,12.221875,9.44140625,10.492001488095237,5.408203125,7.393750000000001,0.40027401574803145,0.2056157822658835,96.0,80.0,127.0,80.0,-47.0,-0.06151044636864395,0.02422117861620214,0.0066416097811395625,0.9474468380479187,1.0443648136515549e-05,1245.605306122449,23.457551020408168,0.06786553783413787,0.017283196212032764,0.7724896427101468,1,pools
..\data\train\pools\img947.jpg,91.7624,85.5684,69.5696,81.9708,32.44329740084999,32.25613308256276,37.08010188551267,33.17846812859207,91.0,84.0,65.0,80.0,90.0,90.0,67.0,84.0,0.0,6.0,0.0,2.0,254.0,255.0,255.0,253.0,254.0,249.0,255.0,251.0,0.9782288805040026,1.7412275612388162,2.2702956591787884,1.6977294205903624,3.615140291061236,6.370563065390712,7.128865493261369,5.882746965787957,0.8915679155433378,0.8674932135225889,0.8563263069083685,0.875811402805933,22.0234375,21.904296875,9.4873046875,18.716796875,35.86221590909091,31.20234375,18.310546875,28.325,13.838778409090907,9.298046875,8.8232421875,9.608203125,0.3227808764940239,0.13353864291219367,79.0,83.0,1.0,83.0,82.0,-0.03046831462245078,0.009462196869795367,0.012883632165838637,0.8522622669351109,3.4452737191381644e-05,456.70612244897956,12.748571428571426,0.1256946561331397,0.024164506311209272,0.7957593438200099,1,pools
..\data\train\pools\img1305.jpg,96.928,99.806,85.768,93.8604,43.43992191521527,42.492930753244124,46.282797841098585,42.56516077545109,105.0,101.0,84.0,97.0,105.0,125.0,99.0,103.0,0.0,1.0,0.0,0.0,242.0,239.0,242.0,232.0,242.0,238.0,242.0,232.0,-0.19076447902493296,0.13723621317253887,0.770741070536433,0.07532415442408338,-0.7074920630166699,-0.22120581026713015,0.9783140919661939,-0.43078759660729604,0.9557657707452791,0.9497456623502104,0.9388774729242794,0.953131090138504,4.9375,12.122395833333334,2.03125,7.609375,15.8740234375,21.675223214285715,10.174107142857142,16.799107142857142,10.9365234375,9.552827380952381,8.142857142857142,9.189732142857142,0.4443431034482759,0.1976446463705563,107.0,113.0,10.0,113.0,103.0,-0.09177415901581988,0.04006507858781652,0.008679818501783591,0.9918458766378794,1.532623359290497e-05,811.2187755102042,19.62612244897959,0.07194797613656095,0.017793765082234545,0.7762008522505494,1,pools
..\data\train\no_pools\img227.jpg,79.4476,107.1656,117.5092,101.126,25.045735250537167,25.073104647011707,25.993774550072562,25.306246738700704,80.0,107.0,118.0,101.0,76.0,103.0,106.0,116.0,0.0,21.0,36.0,19.0,153.0,179.0,194.0,175.0,153.0,158.0,158.0,156.0,-0.07190569529886705,-0.08503812597386862,0.010925986731602215,-0.044993281789878,-0.05434199272658535,-0.023298905895233535,-0.10745961902658996,-0.06132360107280288,0.9254650176222574,0.9240311561029154,0.9282783351675069,0.9259470914058836,23.789713541666668,51.63950892857143,61.459635416666664,45.515625,37.30709134615385,64.75,74.74853515625,59.309151785714285,13.517377804487179,13.11049107142857,13.288899739583336,13.793526785714285,0.8607358974358974,0.4782393899191149,134.0,159.0,1.0,159.0,158.0,-0.9794597626808248,0.824810954578568,0.030937645443786983,1.2209062329250513,7.975242931235194e-05,299.2983673469388,13.584897959183673,0.07447485299848679,0.020424483270525394,0.7674349987560165,0,no_pools
..\data\train\pools\img184.jpg,73.6608,79.196,63.2176,71.6476,30.125871661414216,32.56524503208904,35.17587596976087,32.02801608342296,77.0,79.0,61.0,72.0,81.0,82.0,61.0,75.0,0.0,1.0,0.0,0.0,240.0,243.0,234.0,239.0,240.0,242.0,234.0,239.0,0.6649705438706912,1.6292781962356222,2.1709726923497867,1.5315487968247752,2.269166366041742,5.256532000638293,6.782722210452453,4.772036762512013,0.8951208658328907,0.8565941934458196,0.8608262862954266,0.874508732781949,9.125,12.921875,3.359375,8.5234375,19.3359375,25.158854166666668,12.580078125,19.48125,10.2109375,12.236979166666668,9.220703125,10.9578125,0.31896736401673637,0.14042091359770353,77.0,80.0,5.0,80.0,75.0,-0.029958057979078495,0.009113546427203233,0.01687935491325432,0.8648766568046871,4.8425938633411825e-05,270.92,10.547755102040817,0.13078852319951198,0.027566888854195025,0.8695031435999414,1,pools
..\data\train\no_pools\img469.jpg,49.1152,75.7956,70.1328,64.688,31.936592319156407,37.14394998704365,44.324809803991265,37.615946831098114,41.0,67.0,59.0,56.0,36.0,56.0,49.0,47.0,0.0,2.0,0.0,0.0,176.0,228.0,255.0,219.0,176.0,226.0,255.0,219.0,1.5922089736476068,1.504278651146494,1.7973141983225398,1.6497717949056676,2.617349253181761,2.5321226739337064,3.520631751991681,2.924255425898293,0.8793020282546956,0.881015344375348,0.8832081851035593,0.8905611945761037,3.0069444444444446,13.767578125,3.8560267857142856,6.337239583333333,11.00297619047619,26.3578125,14.4677734375,17.743489583333332,7.996031746031745,12.590234375000001,10.611746651785715,11.40625,0.34292054794520543,0.19324987712043354,65.0,54.0,6.0,54.0,48.0,-0.04169355917626148,0.013740015068508242,0.016288007339296508,0.961769316367205,4.277292488663598e-05,137.73959183673472,8.391020408163266,0.1361535662594795,0.024644071884540424,0.9510119056651379,0,no_pools
..\data\train\pools\img1276.jpg,91.8372,98.1692,88.6136,92.5432,41.369605946395,43.62194598318604,46.43114789707444,43.07995512718183,93.0,97.0,81.0,91.0,99.0,94.0,76.0,92.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0.7009644449738359,0.737441028143208,1.192704345984716,0.8920933766141418,2.2247561196555194,1.8915354337437735,2.1570663123528364,2.2259892072590244,0.9014436089483052,0.89820962939697,0.9004358306096409,0.898604540872478,1.0100446428571428,3.6631944444444446,0.5143229166666666,1.630859375,12.333984375,14.86328125,10.287388392857142,12.428385416666666,11.323939732142858,11.200086805555555,9.773065476190476,10.797526041666666,0.3629145098039215,0.1686166975629027,91.0,92.0,161.0,92.0,-69.0,-0.043990103164485705,0.01552228087505425,0.010564292335563245,0.88955890547276,2.5887396261303763e-05,971.8861224489798,19.543265306122453,0.09335470182154545,0.021394530785270004,0.7392733298776282,1,pools
..\data\train\no_pools\img356.jpg,77.8252,103.4824,103.318,94.5728,27.13247952104636,27.909555536410824,28.578132829140532,27.78885928137389,76.0,101.0,100.0,92.0,79.0,104.0,83.0,91.0,11.0,37.0,35.0,29.0,168.0,193.0,197.0,186.0,157.0,156.0,162.0,157.0,0.4318180434855504,0.4694855985441815,0.5026946147622408,0.47097121349403354,-0.10956839844953237,-0.138045420290986,-0.11024521733083947,-0.11855577434213904,0.9346647667505296,0.9343350683560853,0.9366824904283395,0.9370353441170222,26.779947916666668,52.6953125,52.24609375,43.3759765625,37.43209134615385,61.93323863636363,60.689732142857146,52.93430397727273,10.652143429487179,9.237926136363633,8.443638392857146,9.558327414772727,0.6778369426751591,0.40387724989189705,102.0,101.0,1.0,101.0,100.0,-0.4696350619278169,0.3102293853150438,0.02857602508174774,1.2331482016037558,7.105045230615392e-05,1726.7097959183673,34.38326530612245,0.02226403937332201,0.017963821293604396,-0.11648519933496373,0,no_pools
..\data\train\no_pools\img1108.jpg,122.372,121.5636,115.1256,119.406,61.14876953790648,61.29120291722132,62.92356176059966,61.7739586233552,109.0,107.0,98.0,104.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0.8977924379030312,0.9273494350546917,1.0476242553800976,0.9678278547591479,0.20310288994120995,0.2302560513895333,0.380741761990095,0.2815832249975352,0.9130811756533349,0.9127988866305164,0.9086447664806054,0.9119940845597851,11.50390625,11.23046875,7.51953125,10.4833984375,28.4619140625,27.932477678571427,24.12109375,26.5546875,16.9580078125,16.702008928571427,16.6015625,16.0712890625,0.4682588235294117,0.2417841551269069,104.0,255.0,5.0,255.0,250.0,-0.09693738635199518,0.04449780664319303,0.009660928590542099,0.9014308728764258,2.2358801879729384e-05,1254.13306122449,22.017142857142858,0.11556332532184731,0.03433669678864997,0.8367941709587872,1,no_pools
..\data\train\pools\img1093.jpg,114.5972,125.67,117.3156,118.8384,52.4104927677655,52.563123004631294,61.92317818587802,52.7634597561608,96.0,110.0,101.5,104.0,87.0,94.0,71.0,82.0,0.0,1.0,0.0,0.0,245.0,255.0,255.0,251.0,245.0,254.0,255.0,251.0,0.34087374315714597,0.07404851711734296,0.3757789272670162,0.1024552420590473,-0.7768859565762423,-0.8155674387810588,-0.8649409805812023,-0.8857406388176075,0.9358935977438848,0.9283909033770669,0.9468746551040058,0.9285090471374056,9.150390625,12.109375,2.08984375,8.087890625,23.3203125,29.638020833333332,18.0029296875,24.01953125,14.169921875,17.528645833333332,15.9130859375,15.931640625,0.4808334661354582,0.2125673311390635,106.0,83.0,2.0,83.0,81.0,-0.10776021750164688,0.05095517588081862,0.008300595589276361,0.9337727123457179,1.655116365073539e-05,577.1583673469387,15.811428571428573,0.0904136363058632,0.02014524519061725,0.8958565097889193,0,pools
..\data\train\pools\img750.jpg,119.794,125.2112,116.5692,120.192,62.11752380769858,67.79888638141486,71.88397604028314,66.8715719569983,105.0,103.0,97.0,102.0,77.0,85.0,67.0,75.0,2.0,0.0,0.0,1.0,255.0,255.0,255.0,253.0,253.0,255.0,255.0,252.0,0.22195845859454982,0.3369685306357959,0.44056600876279467,0.31886581158396676,-1.1345680976926795,-1.1696425142177458,-1.0920232877613962,-1.1814514682385213,0.9664491418504113,0.9626791984330224,0.9663321941932154,0.9646109178202908,10.4736328125,10.009765625,0.81640625,7.98828125,20.027018229166668,21.216264204545453,12.1142578125,17.317708333333332,9.553385416666668,11.206498579545453,11.2978515625,9.329427083333332,0.478563492063492,0.26742583889188376,102.0,75.0,63.0,75.0,12.0,-0.1074843705575011,0.05084043740599907,0.005696298634416729,0.9749539913879339,6.504084680725164e-06,932.7448979591834,20.247755102040813,0.06684407482102864,0.017263906924535995,0.89694286838684,1,pools
..\data\train\no_pools\img723.jpg,98.5192,98.6004,82.0596,92.6976,34.7789711084155,34.57728618385197,35.014146395992576,34.599776794655774,96.0,94.0,77.0,89.0,98.0,96.0,76.0,91.0,0.0,0.0,0.0,1.0,247.0,249.0,238.0,244.0,247.0,249.0,238.0,243.0,1.3012365882739352,1.6811095632405297,1.763072965545285,1.6072735926694364,3.980343990370609,4.9029452521461065,4.81711969354257,4.6420377839828815,0.8536804661787321,0.8359307826598946,0.8550679932343515,0.8438612226013165,15.876953125,18.81171875,6.947265625,13.446614583333334,34.48984375,40.70703125,26.91015625,33.2763671875,18.612890625,21.8953125,19.962890625,19.829752604166664,0.3955078189300411,0.14758375839767593,92.0,94.0,7.0,94.0,87.0,-0.0572228688646495,0.02170398743324423,0.01799319408897695,0.8458159642389094,5.33479804427639e-05,386.8257142857143,11.61020408163265,0.13629129553202707,0.027636300365205996,0.8402866243715399,1,no_pools
..\data\train\no_pools\img50.jpg,44.0872,63.5728,74.8676,60.6568,10.472688105734841,10.458063882000339,10.529941606675697,10.420432513096566,44.0,64.0,75.0,61.0,45.0,65.0,74.0,59.0,0.0,12.0,24.0,12.0,126.0,146.0,157.0,143.0,126.0,134.0,133.0,131.0,0.7768393498617172,0.9365156892768058,0.9906482234695392,0.9073534569630844,7.338361498451276,8.078854463915386,7.856071923870168,7.918354042407234,0.7844100350835167,0.7785191173052052,0.7803567148293467,0.7716550963165248,18.30859375,39.28515625,50.272135416666664,35.382254464285715,30.11328125,49.33735795454545,60.87162642045455,46.63145380434783,11.8046875,10.052201704545453,10.599491003787882,11.249199340062113,0.7213893129770992,0.5048112417787644,95.0,91.0,1.0,91.0,90.0,-0.5257027982844431,0.3421758680481649,0.15332636209078723,1.0107352826459084,0.0005403672847533736,50.1865306122449,4.698367346938776,0.23462785879880965,0.05388837244447731,0.7599625535570753,0,no_pools
..\data\train\pools\img629.jpg,60.9464,66.3724,52.5032,59.6072,32.18533092947779,42.418912270825615,39.864906744654505,37.18192179218282,58.0,58.0,43.0,53.0,55.0,55.0,37.0,58.0,0.0,0.0,0.0,0.0,223.0,255.0,239.0,235.0,223.0,255.0,239.0,235.0,1.1894531281646554,2.161249784983228,2.312497682616156,1.9290245337172727,2.8435284239344885,5.045396302808063,5.603037160389443,4.43209827007037,0.9106157643362339,0.8791110688846195,0.866789629242691,0.8795153321208278,3.5714285714285716,5.5029296875,0.6372767857142857,2.98046875,11.4609375,14.710693359375,7.9046875,12.0625,7.889508928571429,9.207763671875,7.267410714285714,9.08203125,0.2742212765957447,0.16675332987087474,57.0,63.0,12.0,63.0,51.0,-0.019312290951080825,0.005043880771441097,0.014908861479402446,0.8986424730871408,4.012838874245528e-05,399.0714285714286,12.653469387755102,0.11621249410030783,0.023211538298959885,0.8574515646412085,1,pools
..\data\train\no_pools\img550.jpg,71.8012,91.1268,83.02,81.5592,9.553390945627632,10.267478841468337,10.648812140328141,10.006922372038268,73.0,93.0,84.0,83.0,74.0,93.0,84.0,83.0,0.0,6.0,0.0,2.0,98.0,115.0,105.0,106.0,98.0,109.0,105.0,104.0,-3.7428960328568075,-3.825615741268176,-3.496654585517447,-3.8445592353202325,19.84412251093501,20.260929682225736,17.8374089491844,20.350460198567884,0.7189591583487349,0.7270684531896,0.7597309827486086,0.7225636163379512,45.61328125,58.5234375,51.66015625,52.4296875,64.36805555555556,81.71448863636364,73.52192540322581,72.67881944444444,18.754774305555557,23.19105113636364,21.861769153225808,20.249131944444443,1.8785499999999997,1.7564627238607993,199.0,199.0,1.0,199.0,198.0,-13.082608895751033,22.897673404592396,0.33454382958579887,1.021321757499992,0.001212883340597437,40.44367346938776,3.5008163265306123,0.3431055492933678,0.07998802492630899,0.7765615371245733,0,no_pools
..\data\train\no_pools\img390.jpg,119.5568,137.0068,147.568,134.3908,45.42076588698169,53.70204049903504,57.12006106439313,51.75024323962158,134.0,153.0,161.0,149.0,149.0,164.0,164.0,160.0,0.0,1.0,2.0,1.0,210.0,238.0,255.0,231.0,210.0,237.0,253.0,230.0,-0.5893247049003408,-0.6575197504623581,-0.6271181426960862,-0.650913212586204,-0.5918200318581501,-0.564124876063075,-0.5651256012833112,-0.5639853666213988,0.9457087394219478,0.9478007212927025,0.9446245546223087,0.9468094453924054,22.672991071428573,19.74755859375,23.360491071428573,23.28515625,31.573660714285715,29.85546875,35.5859375,31.834263392857142,8.900669642857142,10.10791015625,12.225446428571427,8.549107142857142,0.6433513043478261,0.24713479575769956,164.0,176.0,3.0,176.0,173.0,-0.28529090782838523,0.18124215097677626,0.009086337209829869,1.0044034439910143,1.6589637822916892e-05,173.63469387755103,8.869795918367346,0.17267003371762574,0.02314865132808039,0.9675693721904645,0,no_pools
..\data\train\pools\img1353.jpg,100.3112,98.8736,84.5856,94.2664,36.489767806331685,33.910517882214656,36.53858607882905,34.847247108487636,102.0,99.5,84.0,95.0,90.0,102.0,69.0,94.0,0.0,0.0,0.0,0.0,255.0,255.0,253.0,252.0,255.0,255.0,253.0,252.0,0.10707739507310186,0.4550056786851265,1.0093777389735967,0.4766060622317467,0.6556314507273915,2.402483034410621,3.4027545436021907,2.050042940877778,0.924520972775143,0.8991761686985509,0.905574725221488,0.9045161447232908,13.994140625,16.484375,5.697916666666667,13.484375,29.54296875,31.5234375,19.088541666666668,26.68465909090909,15.548828125,15.0390625,13.390625,13.20028409090909,0.37801904761904764,0.13939441494104649,96.0,95.0,2.0,95.0,93.0,-0.05061848818709405,0.018632524712703543,0.010258885563114134,0.8783634938676238,2.432614039893366e-05,632.9420408163265,15.853061224489789,0.08439483102079036,0.020611234568085866,0.7393327333462194,1,pools
..\data\train\no_pools\img1247.jpg,108.2528,148.1468,158.8584,138.0864,39.28606995055627,42.11271126109075,56.91189637887671,44.89356897195855,113.0,154.0,171.5,148.0,109.0,150.0,207.0,161.0,0.0,16.0,22.0,16.0,200.0,235.0,255.0,229.0,200.0,219.0,233.0,213.0,-0.5141309554643911,-0.8250405606373603,-0.5452353979209736,-0.6715619975993093,-0.3044381219967356,0.34895137550897504,-0.8520210495633052,-0.3388869110859467,0.9481568485680201,0.9299660330034728,0.9581619575580442,0.9491893663856026,18.489583333333332,35.82533482142857,35.7375,31.818359375,27.109375,50.1484375,46.6109375,42.879464285714285,8.619791666666668,14.32310267857143,10.873437500000001,11.061104910714285,0.6865802816901408,0.2633504810043176,158.0,174.0,1.0,174.0,173.0,-0.3739348561749121,0.25340201672470414,0.01081695738323525,1.0562485160710917,2.02118491819947e-05,108.72979591836733,7.011428571428572,0.17749828708750304,0.023548226057121965,0.9724817300863181,0,no_pools
..\data\train\no_pools\img1140.jpg,111.164,110.0436,108.5948,109.6528,85.22106960136091,86.0415579765964,86.34363562509978,85.84612426988187,81.0,80.5,79.0,80.0,255.0,255.0,39.0,254.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0.501431222484505,0.493532366849041,0.4930250112674407,0.4964178767692825,-1.2741542839083262,-1.2842775239975681,-1.2918228035962982,-1.2836013456678255,0.9334846393052214,0.9284817324522273,0.9300672733875479,0.9279565310979349,0.32137784090909094,0.0,0.0,0.0,3.415670955882353,1.767578125,0.9420072115384616,1.6845703125,3.094293114973262,1.767578125,0.9420072115384616,1.6845703125,0.4300109803921569,0.3359975171331743,80.0,254.0,62.0,254.0,192.0,-0.07494955013832684,0.03158667922621355,0.009164255913879276,0.9308869879560094,2.0418757229578866e-05,2596.6465306122454,33.568163265306126,0.10004613752674017,0.02509291355550155,0.824802953415999,1,no_pools
..\data\train\pools\img670.jpg,141.1792,150.858,146.3348,145.8148,66.25066858047548,69.37135601961374,74.39603960534458,68.24119357807277,136.0,171.0,161.0,169.0,230.0,213.0,64.0,195.0,0.0,0.0,0.0,1.0,255.0,255.0,255.0,253.0,255.0,255.0,255.0,252.0,-0.0686272286743346,-0.24540976483939633,-0.16657179253156082,-0.24671337078457314,-1.1957279183578846,-1.4161462440241337,-1.4823393388117476,-1.3840812922382424,0.9681365112581559,0.9489743355149932,0.9558413277336919,0.9494026856659286,12.5,14.957682291666666,6.07421875,10.94140625,25.947265625,31.171875,21.57421875,26.39453125,13.447265625,16.214192708333336,15.5,15.453125,0.5819095238095238,0.2730530591589237,170.0,197.0,8.0,197.0,189.0,-0.1934239374851267,0.11128890381386652,0.0067550460065507675,0.9574624655794934,1.0639745701146452e-05,798.8840816326531,16.978775510204084,0.12524898868669368,0.02175169403179466,0.9141103442397215,1,pools
..\data\train\pools\img927.jpg,90.35,103.8396,101.4652,98.2296,51.40825906408425,60.87466034270745,69.85495250130802,59.72734787214313,85.0,87.0,77.5,83.0,49.0,63.0,37.0,53.0,0.0,0.0,0.0,0.0,250.0,254.0,255.0,246.0,250.0,254.0,255.0,246.0,0.47045495343419247,0.6363186004715409,0.7113354903412533,0.5912263570389731,-0.5234604142193011,-0.7408049275113147,-0.8486803276280379,-0.8218892795867765,0.9537468968436192,0.9539417686025456,0.9523211954989295,0.9567907364104882,4.00390625,11.817708333333334,5.19921875,8.6640625,13.45703125,20.7546875,14.973958333333334,16.875,9.453125,8.936979166666665,9.774739583333334,8.2109375,0.4134910569105691,0.24817052952495536,86.0,55.0,1.0,55.0,54.0,-0.07026953327148781,0.028617916587160005,0.0065587115394275895,0.979586409429063,9.09532873560881e-06,638.3473469387756,17.71142857142857,0.06824237827022568,0.017455840637014775,0.9104831003451463,1,pools
..\data\train\pools\img1377.jpg,94.3104,89.9032,82.2308,88.4896,40.6932580637137,39.7058513289918,39.985386472560194,39.47976053422817,94.0,89.0,79.0,88.0,111.0,99.0,82.0,91.0,0.0,0.0,0.0,0.0,254.0,251.0,244.0,249.0,254.0,251.0,244.0,249.0,0.3377736504759642,0.48052699354382417,0.7851271062467338,0.5229544615761716,0.4559937095337365,0.9472219326721127,1.2752423092754537,0.9262022995213215,0.9323961878462234,0.9146193679678404,0.9049397915548605,0.9165636539925249,5.9775390625,1.5520833333333333,0.0,2.27392578125,18.31484375,11.8625,9.75,13.1572265625,12.337304687500001,10.310416666666667,9.75,10.88330078125,0.36330602409638557,0.16098047165081655,90.0,93.0,36.0,93.0,57.0,-0.04541569553968974,0.016063361849826454,0.010183876456186193,0.9067372465974133,2.365143588667351e-05,770.6432653061224,17.684897959183676,0.08482383418576235,0.020623355259852705,0.7535471998003647,1,pools
