image_id,feature_name,feature_value,label
..\data\datasets\yacine\original_splits\train\pools\img1463.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img984.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1488.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1440.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img729.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img141.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img251.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img152.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img579.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\pools\img608.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img545.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1436.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1165.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1166.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1247.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img988.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1211.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1335.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img694.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1124.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1176.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img813.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img265.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1119.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img493.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img663.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img329.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img579.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img532.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img228.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img538.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1162.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1141.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img548.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img231.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img449.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1351.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img658.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img595.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img248.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img738.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img308.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img434.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1045.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1335.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img463.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img960.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img404.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img158.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img460.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1461.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img817.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img950.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img303.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img185.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img583.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img395.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1269.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img329.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1049.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img328.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1518.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img23.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1478.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1083.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img115.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1267.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1487.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img50.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img836.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1466.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img182.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img748.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1293.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1360.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img411.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img678.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1264.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1480.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1230.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img710.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img978.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img633.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1153.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img842.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1282.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img805.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img400.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img504.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img164.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img436.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img481.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1136.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img630.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img816.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img317.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img486.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img50.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img755.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img207.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img510.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img287.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1275.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img490.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img314.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1250.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img327.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1248.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1172.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1174.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1089.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img379.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img726.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img33.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img500.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1065.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1435.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img498.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img708.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img888.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img587.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img750.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1036.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img810.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1430.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img842.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img91.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img954.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1187.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1202.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img512.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img36.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1445.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img998.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img351.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1392.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1144.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img254.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1182.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1350.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img136.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img467.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1301.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1037.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1531.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img424.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img489.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img921.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img381.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1302.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img731.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img943.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img56.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1167.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img40.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\pools\img1241.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img172.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img952.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1383.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1080.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img126.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1038.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1237.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img389.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img905.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img94.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img56.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img471.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img508.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img733.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1372.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img48.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img934.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img704.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img684.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1108.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1088.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1483.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1465.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img812.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1285.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img794.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img874.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img293.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img792.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img29.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img956.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1338.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1447.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1302.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img402.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1189.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1387.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1507.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\pools\img96.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1402.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img168.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img585.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1337.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1289.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1489.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img646.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img356.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img473.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1067.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img244.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1442.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1576.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img430.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1258.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img503.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img958.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1212.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1314.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1295.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img916.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img657.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img897.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img451.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img953.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img523.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img268.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1191.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1351.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img276.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img746.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img655.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1040.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img353.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img702.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img689.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1368.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img292.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img83.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img530.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img802.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img613.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1423.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img213.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img158.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img913.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1065.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img719.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1177.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img449.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1114.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img790.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1140.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img170.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img944.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img534.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img401.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1263.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1266.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1076.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img837.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1042.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1474.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1271.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img908.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1146.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img110.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1333.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\pools\img25.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img554.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img636.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\pools\img616.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1156.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img709.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img861.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img747.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1048.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img638.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1002.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img106.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img246.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img656.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img219.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img163.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img911.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img311.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img490.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1364.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img407.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img560.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1111.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img215.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1464.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img81.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img654.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1328.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img202.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1458.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1070.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img849.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img386.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img409.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1144.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img77.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img696.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img755.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img918.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img945.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img24.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img93.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img136.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1512.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1149.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img793.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1104.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img601.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img479.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1171.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1274.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img535.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1187.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1466.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1139.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img869.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img936.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img391.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img804.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1019.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img826.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1458.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1059.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img130.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1449.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img671.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img443.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1267.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1233.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img812.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img707.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img42.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img978.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img800.jpg,has_blue,0,no_pools
